name,slug,description,price,cost_price,category_slug,image_url,barcode,plu,sku,stock_quantity,low_stock_threshold,tax_rate,is_active
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD CLEAR 3% 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-3-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-3-50k-puffs,,1E+11,,6.97384E+12,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD CLEAR 5% 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-5-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-5-50k-puffs,,1E+11,,6.97384E+12,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD CLEAR BLUE 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-blue-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-blue-50k-puffs,,1E+11,,6.97384E+12,-5,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD CLEAR PINK 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-pink-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-pink-50k-puffs,,1E+11,,6.97384E+12,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD CLEAR RED 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-red-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-clear-red-50k-puffs,,1E+11,,6.97384E+12,-2,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD FUKING FAB 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-fuking-fab-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-fuking-fab-50k-puffs,,1E+11,,6.97384E+12,-5,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD DISPOSABLE POD JUICY PEACH ICE 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-juicy-peach-ice-50k-puffs,,30,17.925,e-cigarettes-vaporizer-disposabale-vapes-oxypod-disposable-pod-juicy-peach-ice-50k-puffs,,1E+11,,6.97384E+12,-5,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY BLACK ICE B-POP 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-black-ice-b-pop-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-black-ice-b-pop-50k-puffs,,1E+11,,6.97384E+12,-8,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY CLEAR 5%  50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-5-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-5-50k-puffs,,1E+11,,6.97384E+12,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY CLEAR BLUE 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-blue-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-blue-50k-puffs,,1E+11,,6.97384E+12,-5,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY CLEAR EMERALD 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-emerald-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-emerald-50k-puffs,,1E+11,,6.97384E+12,-3,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY CLEAR PINK  50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-pink-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-pink-50k-puffs,,1E+11,,6.97384E+12,-1,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY CLEAR RED 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-red-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-clear-red-50k-puffs,,1E+11,,6.97384E+12,-3,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY FCUKING FAB 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-fcuking-fab-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-fcuking-fab-50k-puffs,,1E+11,,6.97384E+12,-8,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY JUICY PEACH ICE 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-juicy-peach-ice-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-juicy-peach-ice-50k-puffs,,1E+11,,6.97384E+12,-7,5,0,1
E-CIGARETTES & VAPORIZER:DISPOSABALE VAPES:OXYPOD STARTER KIT WITH BATTERY MIGHTY MINT 50K PUFFS,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-mighty-mint-50k-puffs,,50,33.755,e-cigarettes-vaporizer-disposabale-vapes-oxypod-starter-kit-with-battery-mighty-mint-50k-puffs,,1E+11,,6.97384E+12,-8,5,0,1
E-CIGARETTES & VAPORIZER:DISPOZEIT PLASTIC CUP 50CT RED,e-cigarettes-vaporizer-dispozeit-plastic-cup-50ct-red,,2.99,2.05,e-cigarettes-vaporizer-dispozeit-plastic-cup-50ct-red,,1E+11,,8.4018E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:IDEAL DINING PLASTIC PLATES WHITE 25CT,e-cigarettes-vaporizer-ideal-dining-plastic-plates-white-25ct,,1.49,0.79,e-cigarettes-vaporizer-ideal-dining-plastic-plates-white-25ct,,1E+11,,1.91554E+11,0,5,0,1
E-CIGARETTES & VAPORIZER:OXY BAR 30K FUKING FAB 5 PCS,e-cigarettes-vaporizer-oxy-bar-30k-fuking-fab-5-pcs,,45,28.66,e-cigarettes-vaporizer-oxy-bar-30k-fuking-fab-5-pcs,,1E+11,,6.93706E+12,-14,5,0,1
E-CIGARETTES & VAPORIZER:OXY BAR 30K WATERMELON ICE 5 PCS,e-cigarettes-vaporizer-oxy-bar-30k-watermelon-ice-5-pcs,,45,28.66,e-cigarettes-vaporizer-oxy-bar-30k-watermelon-ice-5-pcs,,1E+11,,6.93706E+12,-13,5,0,1
E-CIGARETTES & VAPORIZER:UNC QB XXL COOL MINT 2700,e-cigarettes-vaporizer-unc-qb-xxl-cool-mint-2700,,63,53,e-cigarettes-vaporizer-unc-qb-xxl-cool-mint-2700,,1E+11,,7.00444E+12,0,5,0,1
E-CIGARETTES & VAPORIZER:UNC QB XXL GRAPE ICE 2700,e-cigarettes-vaporizer-unc-qb-xxl-grape-ice-2700,,63,53,e-cigarettes-vaporizer-unc-qb-xxl-grape-ice-2700,,1E+11,,7.00444E+12,0,5,0,1
E-CIGARETTES & VAPORIZER:UNC QB XXL LUSH ICE 2700,e-cigarettes-vaporizer-unc-qb-xxl-lush-ice-2700,,63,53,e-cigarettes-vaporizer-unc-qb-xxl-lush-ice-2700,,1E+11,,7.00444E+12,0,5,0,1
EAGLE TORCH 8BIN XPEN I CT,eagle-torch-8bin-xpen-i-ct,,2.99,2.5,general-general,,1E+11,,,0,5,0,1
EAT PERKS 4 TABLETS MINT 100MG 10 CT,eat-perks-4-tablets-mint-100mg-10-ct,,120,95,general-general,,1E+11,,7.21702E+11,0,5,0,1
EAT PERKS 4 TABLETS TROPICAL FRUIT 100MG 10 CT,eat-perks-4-tablets-tropical-fruit-100mg-10-ct,,120,95,general-general,,1E+11,,7.85034E+11,-1,5,0,1
EAT PERKS 4 TABLETS WATERMELON SLUSHY 100MG 10 CT,eat-perks-4-tablets-watermelon-slushy-100mg-10-ct,,120,95,general-general,,1E+11,,7.85034E+11,-1,5,0,1
EAT PERKS BLUE RAZZ 50MG 20CT,eat-perks-blue-razz-50mg-20ct,,0,95,general-general,,1E+11,,,-2,5,0,1
EAT PERKS MIXED BERRY 1 TABLAT 20 CT,eat-perks-mixed-berry-1-tablat-20-ct,,109,95,general-general,,1E+11,,6.1587E+11,-1,5,0,1
EAT PERKS SHOTS BLUE RAZ 75MG 30ML 6 CT,eat-perks-shots-blue-raz-75mg-30ml-6-ct,,72,63,general-general,,1E+11,,7.92671E+11,0,5,0,1
EAT PERKS SHOTS CHERRY 75MG 30ML 6 CT,eat-perks-shots-cherry-75mg-30ml-6-ct,,72,63,general-general,,1E+11,,7.92671E+11,0,5,0,1
EAT PERKS SHOTS MIXED BERRY 75MG 30ML 6 CT,eat-perks-shots-mixed-berry-75mg-30ml-6-ct,,72,63,general-general,,1E+11,,7.92671E+11,0,5,0,1
EAT PERKS SHOTS STRAWBERRY 75MG 30ML 6 CT,eat-perks-shots-strawberry-75mg-30ml-6-ct,,72,63,general-general,,1E+11,,7.92671E+11,0,5,0,1
EAT PERKS TABLETS BLUE RAZZ 100MG 10 CT,eat-perks-tablets-blue-razz-100mg-10-ct,,120,95,general-general,,1E+11,,7.21702E+11,0,5,0,1
EAT PERKS TABLETS CHERRY 100MG 10 CT,eat-perks-tablets-cherry-100mg-10-ct,,120,95,general-general,,1E+11,,7.85034E+11,0,5,0,1
EFRUTTI HOT DOG 60 CT,efrutti-hot-dog-60-ct,,6.99,6,general-general,,1E+11,,8.13805E+11,0,5,0,1
EFRUTTI MINI BURGER GUMMIES 60 CT,efrutti-mini-burger-gummies-60-ct,,6.99,6,general-general,,1E+11,,8.13805E+11,-2,5,0,1
EFRUTTI SOUR MINI BURGER GUMMIES 60 CT,efrutti-sour-mini-burger-gummies-60-ct,,6.99,6,general-general,,1E+11,,8.13805E+11,-1,5,0,1
ELECTRONICS:DURACELL AAA 2PK 18 CT,electronics-duracell-aaa-2pk-18-ct,,31.99,28.44,electronics-duracell-aaa-2pk-18-ct,,1E+11,,00041333151618,-3,5,0,1
ELECTRONICS:MICCELL 38W CAR CHARGER  C TO C CABLE 6 CT,electronics-miccell-38w-car-charger-c-to-c-cable-6-ct,,32.99,24.84,electronics-miccell-38w-car-charger-c-to-c-cable-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:MICCELL 38W CAR CHARGER  C TO L CABLE 6 CT,electronics-miccell-38w-car-charger-c-to-l-cable-6-ct,,32.99,27,electronics-miccell-38w-car-charger-c-to-l-cable-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:MICCELL 38W WALL CHARGER C TO C CABLE WHITE 6 CT,electronics-miccell-38w-wall-charger-c-to-c-cable-white-6-ct,,29.99,22.62,electronics-miccell-38w-wall-charger-c-to-c-cable-white-6-ct,,1E+11,,8.10084E+11,0,5,0,1
ELECTRONICS:MICCELL DATA CABLE 3.3 FT USB TO L BLACK 6 PK,electronics-miccell-data-cable-33-ft-usb-to-l-black-6-pk,,10.5,6.6,electronics-miccell-data-cable-33-ft-usb-to-l-black-6-pk,,1E+11,,8.10084E+11,-8,5,0,1
ELECTRONICS:MICCELL DATA CABLE 3.3FT USB TO C CABLE BLACK 6 CT 1 BOX,electronics-miccell-data-cable-33ft-usb-to-c-cable-black-6-ct-1-box,,10.5,6.6,electronics-miccell-data-cable-33ft-usb-to-c-cable-black-6-ct-1-box,,1E+11,,8.10084E+11,-5,5,0,1
ELECTRONICS:MICCELL DATA CABLE 3.3FT USB TO C CABLE WHITE 6 CT BOX,electronics-miccell-data-cable-33ft-usb-to-c-cable-white-6-ct-box,,10.5,6.6,electronics-miccell-data-cable-33ft-usb-to-c-cable-white-6-ct-box,,1E+11,,8.10084E+11,-4,5,0,1
ELECTRONICS:MICCELL DATA CABLE 3.3FT USB TO L CABLE BLACK 6 CT,electronics-miccell-data-cable-33ft-usb-to-l-cable-black-6-ct,,10.5,6.6,electronics-miccell-data-cable-33ft-usb-to-l-cable-black-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:MICCELL L S2563 TO 3.5 AUX AUDIO ADAPTER CABLE 6 CT,electronics-miccell-l-s2563-to-35-aux-audio-adapter-cable-6-ct,,18,12,electronics-miccell-l-s2563-to-35-aux-audio-adapter-cable-6-ct,,1E+11,,1.08101E+13,0,5,0,1
ELECTRONICS:MICCELL S1906 BLACK DATA CABLE C TO C 6 CT,electronics-miccell-s1906-black-data-cable-c-to-c-6-ct,,10.5,7.26,electronics-miccell-s1906-black-data-cable-c-to-c-6-ct,,1E+11,,1.08101E+13,-3,5,0,1
ELECTRONICS:MICCELL S1906 WHITE DATA CABBLE C TO C 6 CT,electronics-miccell-s1906-white-data-cabble-c-to-c-6-ct,,10.5,7.26,electronics-miccell-s1906-white-data-cabble-c-to-c-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:MICCELL S1907 C TO L 3.3FT FAST CABLE BLACK 6 CT,electronics-miccell-s1907-c-to-l-33ft-fast-cable-black-6-ct,,13.5,10.56,electronics-miccell-s1907-c-to-l-33ft-fast-cable-black-6-ct,,1E+11,,1.08101E+13,-1,5,0,1
ELECTRONICS:MICCELL S1907 WHITE C TO L 3.3FT FAST CABLE 6 CT,electronics-miccell-s1907-white-c-to-l-33ft-fast-cable-6-ct,,17.99,10.56,electronics-miccell-s1907-white-c-to-l-33ft-fast-cable-6-ct,,1E+11,,1.08101E+13,0,5,0,1
ELECTRONICS:MICCELL S2607 NOISE CANCELLING WIRELESS EIRBUDS 6 CT,electronics-miccell-s2607-noise-cancelling-wireless-eirbuds-6-ct,,94.99,78.72,electronics-miccell-s2607-noise-cancelling-wireless-eirbuds-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:MICCELL S2608 TWS WIRELESS EARPHONE WHITE 6 CT,electronics-miccell-s2608-tws-wireless-earphone-white-6-ct,,49.99,40.02,electronics-miccell-s2608-tws-wireless-earphone-white-6-ct,,1E+11,,8.10084E+11,0,5,0,1
ELECTRONICS:MICCELL S2609  TWS WIRELESS EARPHONE BLACK 6 CT,electronics-miccell-s2609-tws-wireless-earphone-black-6-ct,,41.99,33.96,electronics-miccell-s2609-tws-wireless-earphone-black-6-ct,,1E+11,,8.10084E+11,-1,5,0,1
ELECTRONICS:S1907 WHITE FAST DATA CABLE C TO L,electronics-s1907-white-fast-data-cable-c-to-l,,13.5,10.56,electronics-s1907-white-fast-data-cable-c-to-l,,1E+11,,8.10084E+11,-2,5,0,1
ELECTRONICS:S2267 MICCELL COUNTERTOP DISPLAY SMALL (104 PCS),electronics-s2267-miccell-countertop-display-small-104-pcs,,199,145,electronics-s2267-miccell-countertop-display-small-104-pcs,,1E+11,,S2267,2,5,0,1
ELECTRONICS:S70 MICCELL DATA CABLE 3.3FT USB TO L CABLE WHITE 6PC 1 B OX,electronics-s70-miccell-data-cable-33ft-usb-to-l-cable-white-6pc-1-b-ox,,10.5,6.6,electronics-s70-miccell-data-cable-33ft-usb-to-l-cable-white-6pc-1-b-ox,,1E+11,,8.10084E+11,-2,5,0,1
ELEGANT NAPKIN 1 CT,elegant-napkin-1-ct,,1.75,1.5,general-general,,1E+11,,018026181504,0,5,0,1
ENERGY NOW GREEN GINSENG 24CT,energy-now-green-ginseng-24ct,,8.99,7,general-general,,1E+11,,018355102416,0,5,0,1
ENERGY NOW PIN GINKGO BILOBA 24CT,energy-now-pin-ginkgo-biloba-24ct,,8.99,7,general-general,,1E+11,,018355402448,0,5,0,1
ENSURE STRAWBERRY 24CT,ensure-strawberry-24ct,,35.99,32,general-general,,1E+11,,,0,5,0,1
ENSURE VANILLA FLAVOR 24CT,ensure-vanilla-flavor-24ct,,35.99,32,general-general,,1E+11,,,0,5,0,1
ENTOURAGE PALMA (YELLOW) 25 CT,entourage-palma-yellow-25-ct,,18.75,17.5,general-general,,1E+11,,8.19721E+11,13,5,0,1
ENTOURAGE PINK VANILLA 25 CIG,entourage-pink-vanilla-25-cig,,18.99,17.5,general-general,,1E+11,,8.19721E+11,-1,5,0,1
ENTOURAGE VANILLA  (BLACK) 25 CT,entourage-vanilla-black-25-ct,,18.99,17.5,general-general,,1E+11,,8.19721E+11,-20,5,0,1
EXCEDRIN EXTRA STRENGHT 25/2 CT,excedrin-extra-strenght-252-ct,,7.49,6,general-general,,1E+11,,7.31946E+11,-3,5,0,1
EXCEDRIN MIGRAINE RELIEF 24'S BOTTLECAP 1 CT,excedrin-migraine-relief-24s-bottlecap-1-ct,,5.25,4.66,general-general,,1E+11,,3.00672E+11,0,5,0,1
EZ WIDER DOUBLE WIDE 50 CT,ez-wider-double-wide-50-ct,,80.99,75.34,general-general,,1E+11,,074460004014,-1,5,0,1
FACIALTISSUE 1 PK 200 CHEET SOFT PACK,facialtissue-1-pk-200-cheet-soft-pack,,0.79,0.65,general-general,,1E+11,,,0,5,0,1
FEBREZE AIR FRESHENER 135 ML LAVENDER,febreze-air-freshener-135-ml-lavender,,2.89,2.38,general-general,,1E+11,,8.70022E+12,-3,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP EVENIG WOODS 1 CT,febreze-car-air-freshener-006-oz-vent-clip-evenig-woods-1-ct,,2.29,1.94,general-general,,1E+11,,037000719885,0,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP HAWAIN ALOHA 1 CT,febreze-car-air-freshener-006-oz-vent-clip-hawain-aloha-1-ct,,2.29,1.94,general-general,,1E+11,,037000811145,0,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP LAUNDRY FRESH 1 CT,febreze-car-air-freshener-006-oz-vent-clip-laundry-fresh-1-ct,,2.29,1.94,general-general,,1E+11,,037000719694,0,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP MIDNIGHT STORM 1 CT,febreze-car-air-freshener-006-oz-vent-clip-midnight-storm-1-ct,,2.29,1.94,general-general,,1E+11,,037000823186,0,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP ORIGINAL 1 CT,febreze-car-air-freshener-006-oz-vent-clip-original-1-ct,,2.29,1.94,general-general,,1E+11,,037000865872,0,5,0,1
FEBREZE CAR AIR FRESHENER 0.06 OZ VENT CLIP PLATINUM 1 CT,febreze-car-air-freshener-006-oz-vent-clip-platinum-1-ct,,2.29,1.94,general-general,,1E+11,,037000788140,0,5,0,1
FEEL FREE CLASSIC 59 ML 12 CT,feel-free-classic-59-ml-12-ct,,57.99,52,general-general,,1E+11,,8.60004E+11,-24,5,0,1
FIG NEWTONS CONVIENCE PACK 6.5 OZ 1 CT,fig-newtons-convience-pack-65-oz-1-ct,,1.8,1.5,general-general,,1E+11,,044000042257,36,5,0,1
FIRE FRONTO WHOLE LEAF 10 CT,fire-fronto-whole-leaf-10-ct,,25.75,23.99,general-general,,1E+11,,6.87052E+11,0,5,0,1
FIRE LEAF 25 CT BLACK SPECIAL EDITION 25 CT,fire-leaf-25-ct-black-special-edition-25-ct,,27.99,26.5,general-general,,1E+11,,7.63164E+11,-16,5,0,1
FRONTO LEAF MASTER BLUE ICE 1 CT,fronto-leaf-master-blue-ice-1-ct,,2.3,2.09,general-general,,1E+11,,076625919270,-12,5,0,1
FRONTO LEAF MASTER NATURAL 1 CT,fronto-leaf-master-natural-1-ct,,2.3,2.09,general-general,,1E+11,,6.4519E+11,79,5,0,1
FRONTO LEAF MASTER PALMA 1 CT,fronto-leaf-master-palma-1-ct,,2.3,2.09,general-general,,1E+11,,6.4519E+11,-37,5,0,1
FRONTO LEAF MASTER RED 1 CT,fronto-leaf-master-red-1-ct,,2.3,2.09,general-general,,1E+11,,6.4519E+11,119,5,0,1
FRONTO LEAF MASTER SILVER 1 CT,fronto-leaf-master-silver-1-ct,,2.3,2.09,general-general,,1E+11,,6.4519E+11,0,5,0,1
FRONTO LEAF MASTER SWEET 1 CT,fronto-leaf-master-sweet-1-ct,,2.29,2.09,general-general,,1E+11,,,0,5,0,1
FRUIT BY THE FOOT 0.75 OZ 36 CT,fruit-by-the-foot-075-oz-36-ct,,14.99,13.5,general-general,,1E+11,,016000419094,4,5,0,1
FRUIT GUSHERS PEG TROPICAL 4.25 OZ 8 CT,fruit-gushers-peg-tropical-425-oz-8-ct,,14.5,13.5,general-general,,1E+11,,016000170315,3,5,0,1
FRUIT GUSHERS PEG WATERMELON SOUR APPLE 8 CT,fruit-gushers-peg-watermelon-sour-apple-8-ct,,14.99,13,general-general,,1E+11,,016000225398,-3,5,0,1
FRUIT GUSHERS VARIETY PACK 0.8 OZ 42 CT,fruit-gushers-variety-pack-08-oz-42-ct,,15.99,13,general-general,,1E+11,,016000146983,10,5,0,1
FRUIT ROLL-UPS .049 OZ 72 CT,fruit-roll-ups-049-oz-72-ct,,17.99,15,general-general,,1E+11,,065633214057,6,5,0,1
GABBA WHOLE LEAF GREEN 10CT,gabba-whole-leaf-green-10ct,,27.99,26,general-general,,1E+11,,8.55906E+11,-7,5,0,1
GAME CIGARELLO BLUE 2 FOR 1.29 60CT,game-cigarello-blue-2-for-129-60ct,,24.99,22.73,general-general,,1E+11,,031700237953,-12,5,0,1
GAME CIGARELLO GRAPE 2 FOR 1.29 2/30CT,game-cigarello-grape-2-for-129-230ct,,23.99,21.85,general-general,,1E+11,,,-5,5,0,1
GAME CIGARELLO WHITE GRAPE 2 FOR 1.29 60CT,game-cigarello-white-grape-2-for-129-60ct,,23.99,0,general-general,,1E+11,,031700237922,8,5,0,1
GAME CIGRALLO 2 FOR $1.29 MANGO 2/30 CT,game-cigrallo-2-for-129-mango-230-ct,,23.25,21.85,general-general,,1E+11,,031700237984,-1,5,0,1
GAME CIGRALLO PINEAPPLE  2 FOR $1.29 60CT,game-cigrallo-pineapple-2-for-129-60ct,,24.99,22.73,general-general,,1E+11,,031700238004,-12,5,0,1
GAME GREEN 2 FOR 1.29 60 CT,game-green-2-for-129-60-ct,,23.99,21.85,general-general,,1E+11,,031700237946,11,5,0,1
GAS CAN 1 GALLON BRIGGS 1CT,gas-can-1-gallon-briggs-1ct,,7.99,6.25,general-general,,1E+11,,060534840138,-43,5,0,1
GENERAL MERCHANDISE:3.125X230 THERMAL ROLL 50CT,general-merchandise-3125x230-thermal-roll-50ct,,44.99,37,general-merchandise-3125x230-thermal-roll-50ct,,1E+11,,,0,5,0,1
GENERAL MERCHANDISE:ARMOR ALL GLASS CLEANER SPRAY 1CT,general-merchandise-armor-all-glass-cleaner-spray-1ct,,6.99,0,general-merchandise-armor-all-glass-cleaner-spray-1ct,,1E+11,,070612320223,-2,5,0,1
GENERAL MERCHANDISE:ASHTRAY GLASS DESIGN 6CT BOX,general-merchandise-ashtray-glass-design-6ct-box,,14.99,11.99,general-merchandise-ashtray-glass-design-6ct-box,,1E+11,,6.92345E+11,10,5,0,1
GENERAL MERCHANDISE:AVIATOR PLAYING CARDS 12CT,general-merchandise-aviator-playing-cards-12ct,,17.49,16.21,general-merchandise-aviator-playing-cards-12ct,,1E+11,,8.00739E+13,-2,5,0,1
GENERAL MERCHANDISE:CHORE BOY 36 CT,general-merchandise-chore-boy-36-ct,,25.75,24,general-merchandise-chore-boy-36-ct,,1E+11,,8.11435E+11,0,5,0,1
GENERAL MERCHANDISE:COCKY POWER 12000 25CT,general-merchandise-cocky-power-12000-25ct,,36,36,general-merchandise-cocky-power-12000-25ct,,1E+11,,,-2,5,0,1
GENERAL MERCHANDISE:COLGATE TOOTHPASTE 8OZ CAVITY PROTECTION 6CT,general-merchandise-colgate-toothpaste-8oz-cavity-protection-6ct,,13.49,11.11,general-merchandise-colgate-toothpaste-8oz-cavity-protection-6ct,,1E+11,,035000510853,-3,5,0,1
GENERAL MERCHANDISE:DIGI SCALE CR 600T JDS,general-merchandise-digi-scale-cr-600t-jds,,4.99,4,general-merchandise-digi-scale-cr-600t-jds,,1E+11,,7.31946E+11,15,5,0,1
GENERAL MERCHANDISE:DOUBLEMINT BIG 15 STICKS  10 CT,general-merchandise-doublemint-big-15-sticks-10-ct,,11.99,10,general-merchandise-doublemint-big-15-sticks-10-ct,,1E+11,,022000106971,-15,5,0,1
GENERAL MERCHANDISE:DURACELL BATTERIES AAA4 18 CT,general-merchandise-duracell-batteries-aaa4-18-ct,,55.99,48.6,general-merchandise-duracell-batteries-aaa4-18-ct,,1E+11,,00041333014616,0,5,0,1
GENERAL MERCHANDISE:DURACELL D2 BATTERY,general-merchandise-duracell-d2-battery,,19.49,18,general-merchandise-duracell-d2-battery,,1E+11,,,0,5,0,1
GENERAL MERCHANDISE:EAGLE TORCH LIGHTER GUN PT101U 15 CT,general-merchandise-eagle-torch-lighter-gun-pt101u-15-ct,,31.99,26.7,general-merchandise-eagle-torch-lighter-gun-pt101u-15-ct,,1E+11,,8.53195E+11,-2,5,0,1
GENERAL MERCHANDISE:EAGLE TORCH LIGHTER MINI ANGLE PT 116B 20 CT,general-merchandise-eagle-torch-lighter-mini-angle-pt-116b-20-ct,,24.99,21.4,general-merchandise-eagle-torch-lighter-mini-angle-pt-116b-20-ct,,1E+11,,1.08532E+13,-2,5,0,1
GENERAL MERCHANDISE:EAGLE TORCH PEN PT132P 12 CT,general-merchandise-eagle-torch-pen-pt132p-12-ct,,29.99,25.56,general-merchandise-eagle-torch-pen-pt132p-12-ct,,1E+11,,1.08532E+13,0,5,0,1
GENERAL MERCHANDISE:FRESH START CELLULOSE SPONGE 3CT,general-merchandise-fresh-start-cellulose-sponge-3ct,,1.3,1.09,general-merchandise-fresh-start-cellulose-sponge-3ct,,1E+11,,1.91554E+11,-5,5,0,1
GENERAL MERCHANDISE:GILLETTE BLUE  RAZOR 5PK,general-merchandise-gillette-blue-razor-5pk,,1.75,1.28,general-merchandise-gillette-blue-razor-5pk,,1E+11,,7.70202E+12,0,5,0,1
GENERAL MERCHANDISE:GILLETTE RAZOR 30CT BOX,general-merchandise-gillette-razor-30ct-box,,16.99,15.12,general-merchandise-gillette-razor-30ct-box,,1E+11,,8.52683E+11,-1,5,0,1
GENERAL MERCHANDISE:GLAD TALL KITCHIN TRASH BAG 15 CT,general-merchandise-glad-tall-kitchin-trash-bag-15-ct,,1.49,1.2,general-merchandise-glad-tall-kitchin-trash-bag-15-ct,,1E+11,,012587000700,-5,5,0,1
GENERAL MERCHANDISE:HEA ALUMINUM DEEP STEAM FULL SIZE  15CT,general-merchandise-hea-aluminum-deep-steam-full-size-15ct,,19.99,16.99,general-merchandise-hea-aluminum-deep-steam-full-size-15ct,,1E+11,,7.49384E+11,0,5,0,1
